id|video_path|ground_true|label_prediction|description
27|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Black.Hawk.Down.2001__#01-32-40_01-34-00_label_B4-0-0.mp4|1|1|The frames depict a chaotic scene with multiple individuals engaged in physical altercations. The environment appears to be dusty and smoky, suggesting a violent confrontation. The actions are aggressive and involve pushing and shoving, which are highly unusual and dangerous behaviors. This level of violence and disorder indicates a clear and serious anomalous activity requiring immediate security response.
28|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Black.Hawk.Down.2001__#01-36-44_01-37-33_label_A.mp4|0|1|The video shows a dark, post-apocalyptic environment with debris and damaged structures. Initially, there is no clear activity, but as the frames progress, a person in military gear appears, smiling and looking directly at the camera. This individual seems to be in a relaxed or mocking manner, which is unusual in a dangerous or threatening context. The environment suggests a setting that could be associated with conflict or disaster, but the presence of the smiling individual raises concerns about potential deception or a staged situation.
29|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Black.Hawk.Down.2001__#01-42-58_01-43-58_label_G-0-0.mp4|1|1|The video shows a soldier in military gear, including a helmet, inside a dimly lit aircraft. The helmet is missing in several frames, suggesting it has been removed. The soldier appears to be focused on the controls, possibly during a mission or operation. The absence of the helmet in multiple frames indicates a deliberate action, which could be considered anomalous if it poses a security threat. However, the context of the soldier's focused activity and the lack of visible harm or immediate danger suggests this is not an immediate threat.
30|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Black.Hawk.Down.2001__#02-00-12_02-01-29_label_B2-0-0.mp4|1|1|The video shows a person in military gear in a tense situation, followed by scenes of destruction with fires and smoke. The individual appears to be in a combat or tactical environment, and the subsequent frames depict a chaotic scene with multiple people and fires, indicating a possible attack or conflict. The activity is highly unusual and dangerous, requiring immediate security response.
31|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Braveheart.1995__#00-56-30_00-57-20_label_B1-0-0.mp4|1|1|The video shows a group of individuals in a dimly lit, outdoor setting, possibly a camp. They are gathered around a person who appears to be injured or unconscious. The individuals are engaging in what seems to be a consoling or comforting gesture towards the injured person. There is no clear evidence of physical violence, explosions, or fires. The activity is highly unusual but not necessarily dangerous, as it involves consoling someone in distress rather than any immediate security threat.
32|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Braveheart.1995__#01-26-50_01-32-30_label_B1-0-0.mp4|1|1|The video shows a large group of individuals dressed in medieval armor and wielding weapons, likely engaged in a battle or a reenactment. The individuals are moving in formation, suggesting coordinated action. There is no clear evidence of immediate danger or unusual behavior that would constitute a serious anomaly.
33|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Braveheart.1995__#02-05-34_02-06-40_label_B1-0-0.mp4|1|1|The video shows a large group of people dressed in medieval armor engaged in what appears to be a battle. The individuals are wielding weapons such as swords and spears, and there is visible combat occurring. The environment is chaotic with smoke and dust, suggesting an ongoing conflict. The presence of injured individuals and active combat indicates a serious and dangerous situation requiring immediate security response.
34|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Braveheart.1995__#02-07-00_02-08-15_label_B1-0-0.mp4|1|1|The video frames depict a character in medieval attire engaged in combat, wielding a weapon and appearing to attack another individual. The setting is outdoors with greenery in the background. The character's aggressive actions and the presence of armored individuals on horseback suggest a scenario of conflict or battle. This activity is highly unusual and poses a clear security threat due to the potential for violence.
35|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Brick.Mansions.2014__#00-08-37_00-10-04_label_A.mp4|0|1|The video shows a man and a woman in a room with a wall covered in photographs and red strings. The man is seen interacting with the photographs, touching and pointing at them. This behavior is unusual and raises concerns about potential threats or stalking. The environment appears to be a private space, and the man's actions are highly unusual and could be interpreted as threatening or dangerous.
36|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Brick.Mansions.2014__#00-11-57_00-12-12_label_B2-0-0.mp4|1|1|The video shows a man in a dark setting, holding a knife and interacting with another person. The man appears to be in a confrontational stance, suggesting potential aggression or threat. The environment is dimly lit, and the presence of hanging pots indicates a kitchen setting. The man's actions and expressions are concerning, warranting immediate security attention.
37|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Brick.Mansions.2014__#00-16-26_00-17-12_label_B1-0-0.mp4|1|1|The video shows a man in a dark suit in various states of action within an office environment. Initially, he appears to be in a defensive or surprised posture. In subsequent frames, he is seen physically attacking another man, who is being thrown to the ground. This aggressive behavior is highly unusual and poses a clear security threat.
38|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Brick.Mansions.2014__#00-41-25_00-42-36_label_B1-0-0.mp4|1|1|The video shows a man in a vehicle initially appearing calm. However, in the subsequent frames, another individual is seen holding a gun towards the man inside the vehicle. This action is highly unusual and poses a clear security threat. The presence of a firearm in a non-threatening context is alarming and requires immediate attention.
39|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Brick.Mansions.2014__#01-02-00_01-02-43_label_B2-0-0.mp4|1|1|The group of men in the first image are armed and appear to be in a confrontational stance, suggesting potential violence or a threat. The second and third images show a man looking concerned among a group of people, which could indicate tension or a threat. The fourth and fifth images show two men in a confined space, possibly indicating a tense or dangerous situation. All these activities are highly unusual and could be considered immediate security threats.
40|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#00-03-59_00-04-40_label_A.mp4|0|1|The video shows a building with smoke emanating from one of its windows, indicating potential fire or smoke inhalation. The subsequent frames depict a man walking down a street in a hazy environment, possibly due to smoke or dust. The presence of smoke and the man's cautious movement suggest an unusual situation, but there is no clear evidence of physical violence, explosions, or severe accidents. However, the smoke and the man's behavior warrant further investigation to determine if there is a serious threat.
41|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0.mp4|1|1|The video shows a sequence of frames depicting a chaotic and dangerous situation. Initially, a person is seen reclining in a chair in a dimly lit room, which appears to be a bar or club. The subsequent frames show individuals engaging in violent behavior, including physical altercations and aggressive actions. The environment is disordered, with debris and smoke present, indicating a possible altercation or attack. The presence of multiple people involved in violent actions and the disarray suggest a serious threat to safety.
42|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#00-23-31_00-24-40_label_G-0-0.mp4|1|1|The video shows a person in a hooded outfit attempting to break a box with a stick, while a dog stands nearby. This activity is highly unusual and dangerous, as it involves attempting to damage property or potentially harming an animal. The presence of uniformed individuals in the background suggests a controlled environment, but the act itself is alarming and requires immediate security response.
43|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#00-25-11_00-26-15_label_A.mp4|0|0|
44|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#00-41-30_00-44-16_label_B4-G-0.mp4|1|1|The video shows a group of people in white shirts holding a large banner with Vietnamese text, which appears to be a protest or demonstration. The individuals are raising their hands and some are holding cameras, suggesting they are documenting the event. The subsequent frames show a line of uniformed individuals holding rifles, which could indicate a military presence or a security detail. The presence of rifles and a formal line-up might suggest a security operation or a controlled event, but without clear evidence of immediate danger or violence, this activity is not considered an immediate security threat. However, the combination of protest and military presence could be seen as unusual and warrant further investigation.
45|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#00-51-46_00-52-50_label_A.mp4|0|1|The video shows a group of men in a dimly lit bar setting, engaged in conversation and drinking. In the later frames, a person holding a gun points it at the men, creating a tense and threatening situation. This indicates a clear and serious anomalous activity as it involves potential violence and a direct threat to the individuals present.
46|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#01-26-30_01-27-34_label_B2-0-0.mp4|1|1|The individual is holding a firearm in a setting that appears to be a makeshift camp or battlefield. The person's expressions change from neutral to concerned, suggesting a tense situation. The presence of other individuals with firearms in the background indicates a potential conflict or threat. However, the context does not suggest immediate violence or danger.
47|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#01-45-21_01-46-20_label_B2-0-0.mp4|1|1|The video shows two individuals in a dimly lit environment, both displaying serious and concerned expressions. The setting appears to be indoors, possibly a warehouse or storage area, with straw on the floor and some objects in the background. The individuals seem to be engaged in a tense situation, with one of them appearing to be in distress or reacting to something. The lighting and overall atmosphere suggest a serious and potentially dangerous scenario.
48|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#01-58-25_01-59-30_label_A.mp4|0|0|
49|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Bullet.in.the.Head.1990__#02-02-00_02-05-22_label_B2-B6-G.mp4|1|1|The video shows two cars colliding with significant damage to both vehicles. The scene is set at night with smoke and bright lights in the background, suggesting a dramatic or possibly violent event. The man in the car appears to be reacting to the collision, indicating a response to the incident. This level of damage and the context suggest a serious and dangerous situation requiring immediate attention.
50|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Casino.Royale.2006__#00-18-30_00-19-20_label_G-B2-0.mp4|1|1|The video shows a man in a jungle setting, initially appearing calm but then transitioning to a scene where he is in a confrontation with another man. The man in the jungle is seen holding a gun and pointing it at the other man, who is visibly injured. This indicates a clear threat and aggressive behavior, which is highly unusual and dangerous. The presence of armed individuals in a confrontational stance further supports the assessment of a serious anomaly.
51|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Casino.Royale.2006__#00-28-10_00-30-10_label_A.mp4|0|0|
52|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Casino.Royale.2006__#00-50-05_00-51-16_label_B1-B2-B6.mp4|1|1|The video shows a person climbing onto a vehicle at night. The environment is dark, and the person appears to be in a precarious position. The subsequent frames depict the person inside the vehicle, seemingly in distress or attempting to escape. The presence of smoke and flames in the background suggests a dangerous situation, possibly involving an explosion or fire. This behavior is highly unusual and poses an immediate security threat.
53|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Casino.Royale.2006__#00-51-16_00-52-41_label_B1-B6-0.mp4|1|1|The video shows a series of frames depicting a dark, nighttime setting with a large vehicle, possibly a bus, in the first two frames. The third frame shows the same vehicle from a slightly different angle. The fourth frame captures a man inside the vehicle appearing distressed. The final two frames show shattered glass on the ground, suggesting a violent event. Based on the description, the activity involves a distressed individual and broken glass, which could indicate a serious incident requiring immediate attention.
54|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Casino.Royale.2006__#01-17-29_01-17-46_label_B1-0-0.mp4|1|1|The video shows a man and a woman in a close, intimate interaction. Initially, they appear to be kissing. However, in the subsequent frames, the man's expression changes to one of anger or distress, and he is seen grabbing the woman by the neck. This sudden shift from a seemingly normal interaction to a violent act indicates a clear and serious anomalous activity. The presence of physical violence is a direct threat to security.
55|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Casino.Royale.2006__#01-46-40_01-47-14_label_B6-0-0.mp4|1|1|The video shows a man driving a car at night. Initially, he appears calm and focused. However, as the video progresses, the car is seen driving on a wet road, suggesting possible rain or poor visibility. The man's expression remains serious, but the context of driving in adverse weather conditions could be considered unusual. There is no clear evidence of physical violence, explosions, or fires, but the unusual driving conditions warrant a high anomaly score.
56|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.Of.Men.2007__#00-51-50_00-53-31_label_B2-0-0.mp4|1|1|The video shows a group of individuals entering a dimly lit area. Initially, they appear to be in a calm state, but as the sequence progresses, one individual is seen running out of the building, followed by others. The actions suggest urgency and potential conflict, which could indicate a serious anomaly requiring immediate attention.
57|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.Of.Men.2007__#00-57-37_00-58-27_label_B2-0-0.mp4|1|1|The video shows a person in a grocery store or market area, initially bending down to pick up a sack of vegetables. In the next frame, the person is seen jumping out of the window, suggesting an attempt to escape. The final frames show the person running out of the building, potentially fleeing from an unseen threat. This behavior is highly unusual and indicates a possible escape attempt or threat, making it a serious anomaly requiring immediate security response.
58|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.Of.Men.2007__#01-17-27_01-17-59_label_B2-0-0.mp4|1|1|The video shows a conversation between two individuals in a stairwell, which appears to be a normal social interaction. However, the subsequent frames depict a group of people in a dimly lit area with one person holding a gun, suggesting a potential threat or conflict. This behavior is highly unusual and poses a clear security threat.
59|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.Of.Men.2007__#01-35-30_01-36-00_label_B2-0-0.mp4|1|1|The video shows a group of individuals on a platform in a dimly lit, industrial-looking room. Initially, they appear to be engaged in a conversation. However, as the video progresses, one individual is seen holding a knife and making threatening gestures towards another person. This behavior is highly unusual and poses a clear security threat due to the potential for violence.
60|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.Of.Men.2007__#01-36-01_01-37-31_label_A.mp4|0|1|The video shows a man entering a room through a door, appearing to be in a hurry or agitated. The lighting is dim, and the environment seems disordered. The man's actions suggest urgency or distress, which could indicate a serious situation. However, without additional context, it is difficult to determine the exact nature of the activity.
61|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.of.God.2002__#00-33-10_00-34-50_label_A.mp4|0|0|
62|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.of.God.2002__#00-37-20_00-38-02_label_B5-0-0.mp4|1|0|
63|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.of.God.2002__#00-40-16_00-41-30_label_B2-0-0.mp4|1|1|The individual appears to be in a confined space, likely a jail cell, with vertical bars in the background. The lighting is dim, casting shadows on the person's face. The person's expression and posture do not indicate any immediate threat or unusual behavior. The activity is consistent with a normal situation in a confined space, such as waiting or observing.
64|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.of.God.2002__#01-24-10_01-25-10_label_B2-0-0.mp4|1|1|The video shows a group of individuals in a dimly lit environment. The individuals appear to be in a confrontational or tense situation, with one person in the foreground looking directly at the camera with a serious expression. The lighting and context suggest a potentially dangerous or threatening scenario, but no clear physical violence or immediate threat is evident. The individuals' actions are highly unusual in a dangerous way, indicating possible anomalous activity.
65|/home/mchiesa/agenticvad/datasets/xd_violence/videos/City.of.God.2002__#01-52-20_01-54-32_label_B2-0-0.mp4|1|1|The video shows a building with smoke rising from the ground floor. The text 'O COMELO DO FIM' is visible on the building, which translates to 'THE END OF THE LINE' in English. The smoke appears to be coming from a fire or explosion, and there is a crowd of people gathered around the building. This suggests a potential emergency situation requiring immediate attention.
66|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Crank.Dircut.2006__#0-27-42_0-29-01_label_B1-0-0.mp4|1|1|A person with a long braid is seen holding a gun in a kitchen setting. Another individual in a chef's uniform is seen in the background, appearing to be in distress or reacting to the situation. The environment is a commercial kitchen with stainless steel appliances and food preparation areas.
67|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Deadpool.2.2018__#0-02-35_0-03-12_label_A.mp4|0|1|The video shows a rooftop at night with a person moving around. In the initial frames, there is no clear indication of danger. However, as the video progresses, a person is seen throwing an object off the rooftop, which could be interpreted as a potential threat. The presence of a neon sign with a 'dead' symbol suggests a possible ominous or threatening context. The activity of throwing an object off the rooftop is unusual and could be considered anomalous if it is part of a deliberate act of violence or threat.
68|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Deadpool.2.2018__#0-04-46_0-05-01_label_B2-0-0.mp4|1|1|The video shows a funeral with attendees dressed in formal attire, holding umbrellas, and paying their respects. However, in the final frame, a person dressed as Deadpool appears in the foreground, holding a gun and aiming it at the attendees. This action is highly unusual and poses an immediate security threat as it involves threatening behavior towards the attendees.
69|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Deadpool.2.2018__#0-50-30_0-51-20_label_B1-0-0.mp4|1|1|The video shows a group of individuals in a dimly lit, industrial-looking environment. One person with a bald head and numerous red marks on their head is facing another individual with dreadlocks and tattoos. The individuals appear to be engaged in a tense conversation. The presence of red lights on the bald individual's head suggests some form of monitoring or control. The overall atmosphere is tense and suggests a high-stakes situation. No clear physical violence, explosions, or fires are observed, but the situation is highly unusual and potentially dangerous.
70|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Deadpool.2.2018__#01-03-09_01-03-54_label_B4-0-0.mp4|1|1|The individual in the yellow protective suit appears to be in distress or reacting to an unseen threat. The presence of armed personnel suggests a controlled but potentially dangerous environment. The individual's actions and expressions indicate a serious situation, warranting immediate security response.
71|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Deadpool.2016__#0-18-35_0-18-55_label_A.mp4|0|0|
72|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Deadpool.2016__#0-18-58_0-19-20_label_B1-0-0.mp4|1|1|The video shows a man in a bar engaging in aggressive behavior towards another individual. The man appears to be in a confrontational stance, reaching out aggressively, which is highly unusual in a social setting. The presence of other patrons and the typical bar environment suggests that this is not a normal daily activity. The aggressive behavior could be perceived as a threat, warranting immediate security response.
73|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Death.Proof.2007__#00-02-04_00-05-00_label_A.mp4|0|0|
74|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Death.Proof.2007__#00-45-05_00-47-36_label_B5-0-0.mp4|1|1|The video shows a woman with a distressed expression, appearing to be in a dark, possibly confined space with blurred lights in the background. The sequence of images suggests she is reacting to something off-camera, possibly a man in the car. The woman's expressions change from distressed to smiling, indicating a possible interaction or conversation. There is no clear evidence of physical violence, explosions, or fires. However, the woman's distressed expression and the context of the interaction with the man in the car could be considered unusual and warrant further investigation.
75|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Death.Proof.2007__#01-40-41_01-42-17_label_B5-B6-0.mp4|1|1|The video shows a man inside a vehicle with blood on his hand. Initially, he appears to be in distress, but later frames show him repeatedly touching the car door with blood on his hand. This behavior is highly unusual and suggests potential harm or violence, making it a clear and serious anomaly.
76|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Desperado.1995__#00-16-48_00-18-52_label_B1-0-0.mp4|1|1|The video shows a group of men in an outdoor setting, with one man aggressively confronting another. The situation appears tense, with bystanders observing. The aggressive behavior and the presence of weapons suggest a potential threat, making this activity anomalous based on the strict definition provided.
77|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Desperado.1995__#00-19-00_00-20-31_label_A.mp4|0|1|The video shows a man emerging from behind a damaged wall, walking towards the camera. He appears to be in a confrontational stance, holding an object that resembles a weapon. The presence of other individuals in the background suggests a potential gathering or confrontation. The man's attire and demeanor indicate a possible threat or aggressive behavior.
78|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Desperado.1995__#00-38-36_00-39-21_label_B1-B2-0.mp4|1|1|The video shows a person with long hair and a distressed expression walking through a street. The person is later seen holding two handguns, pointing them forward. This behavior is highly unusual and suggests a potential threat, as the individual appears to be in a confrontational stance with weapons.
79|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Desperado.1995__#01-14-11_01-17-28_label_B2-G-0.mp4|1|1|The video shows a sequence of frames where a person is initially seen smiling and then holding a gun. The person's expression changes to one of surprise or shock as they point the gun forward. This sudden shift from a calm demeanor to an aggressive action with a weapon is highly unusual and poses an immediate security threat.
80|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Desperado.1995__#01-22-10_01-23-17_label_A.mp4|0|0|
81|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Election.2005__#00-03-35_00-05-05_label_A.mp4|0|1|The video shows a group of men in a room, with one man in a suit appearing to be in a confrontational stance with another man. The man in the suit is extending his hand towards the other man, suggesting an exchange or confrontation. The background shows other individuals observing the interaction. This situation could be interpreted as a serious interaction, possibly involving negotiation or conflict, which may require immediate security response.
82|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Election.2005__#00-47-57_00-50-54_label_B5-0-0.mp4|1|1|A person in a red shirt and dark pants is standing over another person lying on the ground in tall grass. The standing person appears to be in a threatening or aggressive stance, with their hand extended towards the person on the ground. The environment is a grassy area with trees in the background, suggesting an outdoor setting. The situation appears dangerous and unusual, potentially indicating physical violence or a threat.
83|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Fast.Five.2011__#00-01-41_00-01-57_label_B6-0-0.mp4|1|1|A large truck is seen flipping over multiple times, causing significant damage and creating a cloud of dust. The truck appears to be in a rural or open area, and the repeated flipping suggests a loss of control or a severe accident.
84|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Fast.Five.2011__#00-32-05_00-32-24_label_B1-B2-0.mp4|1|1|The individual is seen running and performing aggressive actions such as lunging and punching. These actions are highly unusual and suggest a threat or confrontation, which aligns with the strict definition of anomalous activity requiring immediate security response.
85|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Fast.Five.2011__#00-32-56_00-33-26_label_B2-0-0.mp4|1|1|The video shows a woman in a police uniform holding a gun and pointing it at a man in a street setting. The woman appears to be in a confrontational stance, and the man is looking at her with a serious expression. This situation suggests a potential threat or conflict, which could be considered an immediate security threat.
86|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Fast.Five.2011__#01-29-27_01-32-05_label_B1-0-0.mp4|1|1|The video shows a confrontation between two individuals in a dimly lit, industrial setting. The first man, wearing a blue shirt, appears to be in a defensive stance, while the second man, in tactical gear, is aggressively attacking him. The sequence of images captures the escalation of the physical altercation, with the second man delivering a punch to the first man's face. This behavior is highly unusual and poses a clear security threat.
87|/home/mchiesa/agenticvad/datasets/xd_violence/videos/Fast.Five.2011__#01-59-16_02-01-12_label_A.mp4|0|0|
