id|video_path|ground_true|label_prediction|description
29|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary076_x264.mp4|1|1|The car's sudden and violent movement, combined with the crash into the pole, indicates a clear and serious threat to security. This is highly unusual and dangerous behavior.
30|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary079_x264.mp4|1|1|A person is lying on the ground in the middle of the sidewalk, partially obscured by a car. The person appears to be in distress or unconscious, which could be a serious security threat.
31|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Burglary092_x264.mp4|1|0|
32|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion002_x264.mp4|1|1|A fire or explosion is occurring near a gas pump at a gas station, which is a highly unusual and dangerous situation.
33|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion004_x264.mp4|1|1|A person is breaking into a house through a window, causing debris to fall onto the ground, which is highly unusual and dangerous.
34|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion007_x264.mp4|1|1|A person is lying on the ground near a police vehicle, indicating a potentially dangerous situation.
35|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion008_x264.mp4|1|1|A car is driving on a road, and there is a sudden, loud explosion in the distance, indicating an immediate security threat.
36|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion010_x264.mp4|1|1|The presence of a large plume of smoke rising from a structure indicates an explosion or fire, which is a clear and serious security threat.
37|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion011_x264.mp4|1|1|A person is running across the street, which is an immediate security threat and highly unusual in a dangerous way.
38|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion013_x264.mp4|1|1|The person is lying on the ground in a vulnerable position, which could lead to further harm if not attended to immediately.
39|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion016_x264.mp4|1|1|A large plume of smoke rising from a building in the distance, indicating a serious incident such as an explosion or fire. This is not a normal daily activity and poses a potential security threat.
40|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion017_x264.mp4|1|1|The person running away and the individual lying on the ground suggest a possible accident or injury, indicating a serious threat or danger.
41|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion020_x264.mp4|1|1|A person is seen running towards a parked car, then jumping onto the hood of the car and attempting to climb over it. This activity is highly unusual and could be considered dangerous, as it involves a person attempting to climb onto a moving vehicle, which could lead to severe accidents or injuries.
42|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion021_x264.mp4|1|1|A bright flash of light and smoke in the background suggests an explosion or fire, which is an immediate security threat.
43|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion022_x264.mp4|1|1|A person is seen running towards the camera with a weapon in hand, which is an immediate security threat.
44|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion025_x264.mp4|1|1|A person is breaking into a building through a window, which is an immediate security threat.
45|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion027_x264.mp4|1|1|The person's posture and the surrounding environment suggest a serious situation that could lead to harm.
46|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion028_x264.mp4|1|1|The person's erratic and potentially violent behavior makes this activity highly unusual and dangerous.
47|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion029_x264.mp4|1|1|The person's posture and the context suggest a potential threat or danger, indicating a clear and serious anomalous activity.
48|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion033_x264.mp4|1|1|A car is seen driving on a road, and a large plume of black smoke rises from the ground, indicating a possible explosion or fire, which is highly unusual and dangerous.
49|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion035_x264.mp4|1|1|The person lying on the floor with papers scattered around them suggests a serious security threat, as it could indicate an unconscious or injured individual.
50|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion036_x264.mp4|1|1|A person in a red jacket is seen throwing a rock or similar object towards another person in a dark jacket. The person in the dark jacket appears to be reacting to the throw.
51|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion039_x264.mp4|1|1|A person is holding a large object that appears to be a weapon, moving around the counter area, potentially preparing to use the object. This is highly unusual and could be considered a serious security threat.
52|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Explosion043_x264.mp4|1|1|Two individuals are engaged in a physical altercation, one being pushed or knocked down by the other, indicating a clear and serious security threat.
53|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting003_x264.mp4|1|1|The individual is holding a large object that appears to be a weapon, which is highly unusual and could be considered a security threat.
54|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting018_x264.mp4|1|1|The second individual's rapid movement towards the camera is highly unusual and could indicate a potential security threat.
55|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting033_x264.mp4|1|1|Physical violence between two individuals, indicating an immediate security threat.
56|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting042_x264.mp4|1|1|Two individuals are engaged in a physical altercation near a glass door. One person is being restrained by the other, who appears to be overpowering them.
57|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Fighting047_x264.mp4|1|1|The action of throwing a large object at another person is highly unusual and could be considered a threat or dangerous behavior.
58|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_003_x264.mp4|0|1|The person is lying on the ground near a yellow bucket, appearing to be in distress or unconscious. This is highly unusual and potentially dangerous.
59|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_006_x264.mp4|0|1|The sudden swerving of the white car and the resulting crash are highly unusual and dangerous. The black car's loss of control and the crash into the barrier indicate a clear security threat.
60|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_010_x264.mp4|0|0|
61|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_014_x264.mp4|0|1|The person is taking an excessive amount of money from the cash machine, which is not typical behavior.
62|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_015_x264.mp4|0|0|
63|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_018_x264.mp4|0|1|A person is seen running across the airport terminal, passing through a row of security barriers. This behavior is highly unusual and could be considered a security threat.
64|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_019_x264.mp4|0|1|The person's hurried movement and direction towards the counter suggest a possible threat or danger.
65|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_024_x264.mp4|0|1|A person in a black outfit is seen kneeling on the floor near the checkout counter in a retail store. Several people are standing around, some of them appear to be looking at the person on the floor.
66|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_025_x264.mp4|0|0|
67|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_027_x264.mp4|0|1|A person is lying on the floor in an office area, appearing to be unconscious or injured, which is an immediate security threat.
68|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_033_x264.mp4|0|0|
69|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_034_x264.mp4|0|1|The person's erratic and rapid movement across the street is highly unusual and could be considered dangerous.
70|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_041_x264.mp4|0|0|
71|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_042_x264.mp4|0|1|The person's behavior is highly unusual and could indicate a threat or dangerous situation.
72|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_048_x264.mp4|0|1|A person is holding a large object that appears to be a weapon and moving quickly, which is not typical behavior in a work environment.
73|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_050_x264.mp4|0|1|The black car's sudden and violent action of veering off the road and crashing into the guardrail is highly unusual and dangerous. This behavior is not part of normal driving behavior and poses a clear security threat.
74|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_051_x264.mp4|0|1|A person holding a large object that resembles a weapon, which is highly unusual and could be considered a security threat.
75|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_056_x264.mp4|0|0|
76|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_059_x264.mp4|0|1|The individual is holding a crowbar, which is an unusual and potentially dangerous object in a store setting. The presence of the crowbar and the individual's actions suggest a potential security threat.
77|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_063_x264.mp4|0|1|A person is seen in the checkout area, possibly attempting to steal an item from the conveyor belt.
78|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_067_x264.mp4|0|0|
79|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_070_x264.mp4|0|1|The person's quick and purposeful movement across the office space suggests urgency or potential danger, but it is not immediately clear if it is a security threat.
80|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_100_x264.mp4|0|0|
81|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_129_x264.mp4|0|0|
82|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_150_x264.mp4|0|1|The person in the dark jacket is running down the hallway, which is unusual and potentially dangerous.
83|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_168_x264.mp4|0|1|A person is seen running across the street in front of a moving truck, which could pose a serious security threat.
84|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_175_x264.mp4|0|1|A person is seen running towards the camera with a weapon in hand, which is highly unusual and dangerous.
85|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_182_x264.mp4|0|0|
86|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_189_x264.mp4|0|1|A person is standing next to a stopped police car with a red light, which is highly unusual and could indicate a dangerous situation.
87|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_196_x264.mp4|0|1|The person lying on the ground appears to be in distress and is receiving immediate attention from others, indicating a serious injury or emergency situation.
88|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_203_x264.mp4|0|1|A person is seen running across the parking lot towards a group of parked cars, which could be dangerous due to the proximity to vehicles.
89|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_210_x264.mp4|0|1|A motorcyclist collides with a car, causing the car to veer off the road and crash into a parked car, indicating an immediate security threat.
90|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_217_x264.mp4|0|1|The person's hurried movement and direction suggest a possible threat or danger.
91|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_224_x264.mp4|0|1|The person is holding a gun and pointing it towards the camera, which is a dangerous and threatening behavior.
92|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_246_x264.mp4|0|1|A person is lying on the floor in a control room, indicating a serious injury or unconsciousness, which is a clear security threat.
93|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_247_x264.mp4|0|1|The individual is holding and moving a large object that appears to be a weapon or dangerous item, which is highly unusual and raises immediate security concerns.
94|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_248_x264.mp4|0|1|The person in the red shirt appears to be in a threatening or aggressive stance towards another person in a white shirt, indicating a potential security threat.
95|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_251_x264.mp4|0|0|
96|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_289_x264.mp4|0|1|The student's behavior is highly unusual and could be considered a serious security threat. The student's actions are not part of normal classroom behavior and could indicate a potential threat.
97|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_310_x264.mp4|0|0|
98|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_312_x264.mp4|0|0|
99|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_317_x264.mp4|0|1|The person is holding a knife and appears to be threatening or preparing to harm someone, which is highly unusual and dangerous.
100|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_345_x264.mp4|0|1|The person in the dark suit is moving quickly and purposefully across the room, which could indicate urgency or a sense of danger.
101|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_352_x264.mp4|0|1|The person's sudden and hurried movement towards the car suggests a potential threat or danger.
102|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_360_x264.mp4|0|1|The person in the white shirt is reaching out towards the blonde woman in a maroon shirt, who appears to be trying to calm them down. The behavior is highly unusual and could be considered a threat.
103|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_365_x264.mp4|0|1|A person is lying on the floor, seemingly unconscious or injured, while another person is standing nearby, holding a knife and appears to be threatening or aggressive.
104|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_401_x264.mp4|0|1|The person's erratic and quick movement through the store aisle suggests a potential threat or dangerous situation.
105|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_417_x264.mp4|0|0|
106|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_439_x264.mp4|0|1|The person is seen pulling out a knife and pointing it at the cashier, which is highly unusual and poses a serious threat.
107|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_452_x264.mp4|0|0|
108|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_453_x264.mp4|0|1|The person is holding a gun and pointing it towards the counter, which is an immediate security threat.
109|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_478_x264.mp4|0|1|The car's sudden and violent action of veering off the road and crashing into a barrier is highly unusual and dangerous, indicating a clear security threat.
110|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_576_x264.mp4|0|1|The person's posture and the context suggest a potential threat, which is not a normal daily activity.
111|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_597_x264.mp4|0|1|The person in a red shirt is holding a crowbar in a threatening manner, which could indicate a threat to the security of the establishment.
112|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_603_x264.mp4|0|1|The person's sudden and hurried movement towards the camera suggests a potential threat or dangerous situation.
113|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_606_x264.mp4|0|0|
114|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_621_x264.mp4|0|0|
115|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_634_x264.mp4|0|1|The person's erratic and rapid movement across the street is highly unusual and could be considered dangerous.
116|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_641_x264.mp4|0|0|
117|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_656_x264.mp4|0|1|A person holding a large object that resembles a weapon, which is highly unusual and could be a security threat.
118|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_686_x264.mp4|0|1|The person's erratic and rapid movement suggests a potential threat or dangerous behavior.
119|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_696_x264.mp4|0|1|The person's erratic and hurried movements in a potentially hazardous environment.
120|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_702_x264.mp4|0|1|The man's behavior is highly unusual and could be considered a security threat. He is not engaging in normal activities such as shopping or interacting with others, and his body language suggests he is in a state of panic or distress.
121|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_704_x264.mp4|0|1|The person's erratic and quick movement towards the camera suggests a dangerous or threatening behavior.
122|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_710_x264.mp4|0|0|
123|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_717_x264.mp4|0|0|
124|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_722_x264.mp4|0|1|A person is lying on the floor in an office, which is a clear security threat.
125|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_725_x264.mp4|0|1|A person holding a large object next to a parked vehicle, which could indicate potential danger or suspicious behavior.
126|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_745_x264.mp4|0|1|The person is running towards the bowling pins, which is highly unusual and could be a potential threat or dangerous behavior.
127|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_758_x264.mp4|0|1|The person's erratic and rapid movement suggests a potential threat or dangerous behavior.
128|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_778_x264.mp4|0|0|
129|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_780_x264.mp4|0|1|The person's sudden stop and apparent distress, combined with their rapid departure, suggest a potential security threat.
130|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_781_x264.mp4|0|1|A person is seen running towards the camera with a weapon in hand, while another individual is lying on the ground, seemingly injured. This activity is highly unusual and dangerous, as it involves a person with a weapon and another person in distress. This is not a normal daily activity and poses a clear security threat.
131|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_782_x264.mp4|0|1|A sudden explosion in the background is highly unusual and dangerous, indicating a clear security threat.
132|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_783_x264.mp4|0|1|A person in a wheelchair is being pushed by another individual into an elevator. The person in the wheelchair appears to be struggling or in distress.
133|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_798_x264.mp4|0|1|The person holding the white object appears to be in a threatening or dangerous position, which could indicate a potential threat.
134|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_801_x264.mp4|0|1|The presence of a gun in a public setting, especially near a person using a laptop, is highly unusual and could be considered a security threat.
135|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_828_x264.mp4|0|1|A person is running towards the camera in a parking garage, which is highly unusual and could be dangerous.
136|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_831_x264.mp4|0|0|
137|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_866_x264.mp4|0|0|
138|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_867_x264.mp4|0|1|The person's sudden and hurried movement suggests urgency or fear, which could indicate a potential threat or danger.
139|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_868_x264.mp4|0|1|The presence of a weapon and a threatening gesture indicates a clear and serious security threat.
140|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_869_x264.mp4|0|0|
141|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_870_x264.mp4|0|0|
142|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_871_x264.mp4|0|1|A person is seen running towards the camera in an office setting, with others looking on. The sudden movement and potential for a collision with the camera make this activity highly unusual and potentially dangerous.
143|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_872_x264.mp4|0|0|
144|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_873_x264.mp4|0|1|The person is throwing a heavy box onto a pile of boxes, which is highly unusual and could cause injury or damage.
145|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_874_x264.mp4|0|1|The sudden explosion is highly unusual and dangerous, indicating a clear security threat.
146|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_875_x264.mp4|0|1|The person running across the road is an immediate security threat as it poses a danger to the pedestrian's safety. The car approaching the intersection also presents a potential risk, as it could collide with the pedestrian.
147|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_876_x264.mp4|0|1|The person in the blue jacket is moving quickly and erratically, which is not typical behavior in a checkout area and could be considered a threat.
148|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_877_x264.mp4|0|1|The person's sudden and rapid movement towards the camera is highly unusual and could indicate a potential threat or dangerous behavior.
149|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_878_x264.mp4|0|1|The person's erratic and quick movements suggest a potential threat or danger.
150|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_879_x264.mp4|0|0|
151|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_880_x264.mp4|0|0|
152|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_881_x264.mp4|0|1|A person is seen running towards the camera in a public area, which could indicate an attempt to evade capture or escape from a dangerous situation.
153|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_882_x264.mp4|0|0|
154|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_883_x264.mp4|0|1|The presence of a weapon and a threatening gesture indicates a clear and serious security threat.
155|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_884_x264.mp4|0|1|A person is seen running towards the counter in a store, possibly trying to steal an item.
156|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_885_x264.mp4|0|1|The person's movements are quick and erratic, which could indicate an attempt to evade capture or an attempt to cause harm.
157|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_886_x264.mp4|0|1|The person is holding a weapon and pointing it towards the camera, which is a clear indication of a potential threat.
158|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_887_x264.mp4|0|1|A car is driving on the street and suddenly veers off the road, causing it to flip over and land on its roof. This is a highly unusual and dangerous activity that could result in severe injuries or fatalities.
159|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_888_x264.mp4|0|1|A person with a gun is pointing it at a cashier in a retail environment, which is highly unusual and poses a clear security threat.
160|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_889_x264.mp4|0|0|
161|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_890_x264.mp4|0|0|
162|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_891_x264.mp4|0|1|The sudden movement of the person in the yellow shirt suggests a potential threat or dangerous situation, while the person in the blue shirt's actions seem more routine and do not indicate any immediate danger.
163|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_892_x264.mp4|0|0|
164|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_893_x264.mp4|0|0|
165|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_894_x264.mp4|0|1|A person in a black hoodie and mask is holding a gun and pointing it at a cashier, indicating a clear and serious security threat.
166|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_895_x264.mp4|0|1|The person's erratic and rapid movement across the grassy area near the stairs is highly unusual and could be considered dangerous.
